name,price,brand,no_of_votes,rating,os,utility,thickness,weight,warranty,display_size,pixel,ppi,aspect_ratio,antiglare,touch_screen,ram,hdd,ssd,graphic,cache,thread,processor,core,hdmi,mcr,wifi,bluetooth,usb,backlit_keyboard,inbuilt_microphone,thunderbolt,fingerprint_sensor,ethernet,display_port,camera,num_of_cell,battery_capacity
MSI GF63 Thin 11UC-1293IN Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),64990.0,MSI,705,4.3,Windows 11,Gaming,21.7\u2009mmThick, 1.86\u2009kgAverage,2 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,16\u2009GB DDR4 RAMLargest,,512\u2009GB SSD,NVIDIA Geforce RTX 3050 GraphicsLargest,24\u2009MB Cache,16 Threads,11th Gen Intel Core i7 11800H, Octa Core,HDMI,,WiFi,Bluetooth v5.2,3 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,3 Cell BatteryGood,52.4\u2009Wh
Dell Inspiron 3520 D560896WIN9B Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),37516.0,Dell,478,4.1,Windows 11,Everyday Use,21\u2009mmThick, 1.65\u2009kgAverage,1 Year Warranty,15.6\u2009inchesLarge,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,Intel UHD Graphics Graphics,10\u2009MB Cache,8 Threads,12th Gen Intel Core i3 1215U, Hexa Core (2P + 4E),HDMI,Multi Card Reader,WiFi,Bluetooth v5.2,1 x USB 2.0,,Inbuilt Microphone,,,,Display Port,,3 Cell BatteryGood,41\u2009Wh
Asus Vivobook 16X 2022 M1603QA-MB511WS Laptop (Ryzen 5-5600H/ 16GB/ 512GB SSD/ Win11 Home),53981.0,Asus,149,4.25,Windows 11,Gaming,20\u2009mmThick, 1.88\u2009kgHeavy,1 Year Warranty,16\u2009inchesLarge,1920\u2009x\u20091200\u2009pixelsGood,~ 142\u2009PPIAverage,16:10 Aspect Ratio,Anti Glare,,16\u2009GB DDR4 RAMLarge,,512\u2009GB SSD,AMD Radeon Vega 7 Graphics Graphics,16\u2009MB Cache,12 Threads,5th Gen AMD Ryzen 5 5600H, Hexa Core,HDMI,,WiFi,Bluetooth v5.0,1 x USB 2.0,Backlit Keyboard,Inbuilt Microphone,,Fingerprint Sensor,,,,3 Cell BatteryGood,50\u2009Wh
HP 247 G8 67U77PA Laptop (Athlon P-3045B HD/ 8GB/ 1TB HDD/ Win11),22980.0,HP,1043,3.55,Windows 11,Everyday Use,19.9\u2009mmAverage, 1.47\u2009kgLight,1 Year Warranty,14\u2009inchesAverage,1366\u2009x\u2009768\u2009pixelsAverage,~ 112\u2009PPIAverage,,Anti Glare,,8\u2009GB DDR4 RAMLargest,1\u2009TB HARD DiskLargest,,AMD Radeon graphics Graphics,,,AMD Athlon P3045B 3045B , 8\u2009GB DDR4 RAMLargest,HDMI,Multi Card Reader,WiFi,Bluetooth,2 x USB 3.0,,Inbuilt Microphone,,,Ethernet (LAN),,,,
Xiaomi Mi Notebook Ultra Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win10),46990.0,Xiaomi,2073,4.2,Windows 10,Everyday Use,17.9\u2009mmSlim, 1.7\u2009kgAverage,1 Year Warranty,15.6\u2009inchesLarge,3200\u2009x\u20092000\u2009pixelsBest,~ 242\u2009PPIHigh,16:10 Aspect Ratio,,,16\u2009GB DDR4 RAMLargest,,512\u2009GB SSD,Intel Iris Xe Graphics Graphics,8\u2009MB Cache,8 Threads,11th Gen Intel Core i5 11300H , Quad Core,HDMI,,WiFi,Bluetooth v5.1,1 x USB 2.0,Backlit Keyboard,Inbuilt Microphone,Thunderbolt,Fingerprint Sensor,,,,,
Lenovo IdeaPad Slim 5 14IAH8 83BF000UIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),56990.0,Lenovo,76,4.7,Windows 11,Everyday Use,, 1.46\u2009kgLight,1 Year Warranty,14\u2009inchesSmall,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,16\u2009GB LPDDR5 RAMLarge,,512\u2009GB SSD,Intel Iris Xe Graphics Graphics,12\u2009MB Cache,12 Threads,12th Gen Intel Core i5 12450H, Octa Core (4P + 4E),HDMI,,WiFi,Bluetooth v5.1,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,,,,,56.6\u2009Wh BatteryGood
Infinix INBook X3 Slim XL422 2023 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),29990.0,Infinix,154,4.35,Windows 11,Performance,211.1\u2009mmThick, 1.24\u2009kgLight,1 Year Warranty,14\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 157\u2009PPIHigh,16:9 Aspect Ratio,,,8\u2009GB LPDDR4X RAMAverage,,512\u2009GB SSD,Intel Integrated Iris Xe Graphics,10\u2009MB Cache,8 Threads,12th Gen Intel Core i3 1215U, Hexa Core (2P + 4E),HDMI,,WiFi,Bluetooth v5.1,2 x USB Type-C,Backlit Keyboard,Inbuilt Microphone,,,,,,3 Cell BatteryGood,50\u2009Wh
Asus ROG Strix G16 2023 G614JJ-N3086WS Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),89990.0,Asus,107,4.55,Windows 11,Gaming,30.4\u2009mmThick, 2.5\u2009kgHeavy,1 Year Warranty,16\u2009inchesLarge,1920\u2009x\u20091200\u2009pixelsGood,~ 142\u2009PPIAverage,16:10 Aspect Ratio,Anti Glare,,16\u2009GB DDR5 RAMAverage,,512\u2009GB SSD,NVIDIA GeForce RTX 3050 GraphicsLarge,20\u2009MB Cache,16 Threads,13th Gen Intel Core i5 13450HX, 10 Cores (6P + 4E),HDMI,,WiFi,Bluetooth v5.3,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,Thunderbolt,,,,,4 Cell Battery,
Asus Vivobook 15 X1502ZA-EJ523WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),55990.0,Asus,73,4.0,Windows 11,Performance,, 1.7\u2009kgAverage,1 Year Warranty,15.6\u2009inchesLarge,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,16:09 Aspect Ratio,Anti Glare,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,Intel Iris Xe Graphics,18\u2009MB Cache,16 Threads,12th Gen Intel Core i5 12500H, 12 Cores (4P + 8E),HDMI,,WiFi,Bluetooth v5.0,1 x USB 2.0,Backlit Keyboard,Inbuilt Microphone,,Fingerprint Sensor,,,,3 Cell BatteryGood,42\u2009Wh
Acer Aspire Lite AL15-51 UN.431SI.252 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),27990.0,Acer,141,4.35,Windows 11,Performance,19.7\u2009mmSlim, 1.59\u2009kgLight,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,16:9 Aspect Ratio,Anti Glare,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,Intel UHD Graphics  Graphics,6\u2009MB Cache,4 Threads,11th Gen Intel Core i3 1115G4, Dual Core,HDMI,Multi Card Reader,WiFi,Bluetooth,1 x USB 2.0,,Inbuilt Microphone,,,Ethernet (LAN),,,3 Cell BatteryGood,36\u2009Wh
Acer One 14 Z8-415UN.599SI.009 Laptop (11th Gen Core i3 / 8GB/ 256GB SSD/ Win11 Home),24990.0,Acer,1153,4.1,Windows 11,Everyday Use,21.6\u2009mmThick, 1.5\u2009kgAverage,1 Year Warranty,14\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 157\u2009PPIHigh,,Anti Glare,,8\u2009GB DDR4 RAMLargest,,256\u2009GB SSD,\u200eIntel Iris Xe Graphics Graphics,6\u2009MB Cache,4 Threads,11th Gen Intel Core i3 1115G4, Dual Core,HDMI,,WiFi,Bluetooth v5.0,1 x USB 2.0,,Inbuilt Microphone,,,Ethernet (LAN),,,,45.5\u2009Wh BatteryGood
Acer One 14 Z8-415 Laptop (11th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),32990.0,Acer,783,3.95,Windows 11,Everyday Use,21.6\u2009mmThick, 1.5\u2009kgLight,1 Year Warranty,14\u2009inchesSmall,1920\u2009x\u20091080\u2009pixelsAverage,~ 135\u2009PPILow,,,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,\u200eIntel Iris Xe Graphics Graphics,8\u2009MB Cache,8 Threads,11th Gen Intel Core i5  1135G7, Quad Core,HDMI,,WiFi,Bluetooth v4.2,1 x USB 2.0,,Inbuilt Microphone,,,Ethernet (LAN),,,2 Cell BatteryGood,45.5\u2009Wh
HP 255 G9 7B1L8PA Laptop (AMD Ryzen 5 5625U/ 8GB/ 512 GB SSD/ Win11 Home),36850.0,HP,106,4.0,Windows 11,Everyday Use,17.9\u2009mmSlim, 1.75\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesAverage,1366\u2009x\u2009768\u2009pixelsPoor,~ 100\u2009PPILow,,Anti Glare,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,AMD Radeon Graphics Graphics,16\u2009MB Cache,12 Threads,5th Gen AMD Ryzen 5 5625U, Hexa Core,HDMI,Multi Card Reader,WiFi,Bluetooth v5.0,2 x USB 3.0,,Inbuilt Microphone,,,Ethernet (LAN),,,3 Cell BatteryGood,41\u2009Wh
Lenovo V15 82C70005UK Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),36990.0,Lenovo,159,3.95,Windows 11,Performance,19.9\u2009mmAverage, 1.7\u2009kgAverage,1 Year Warranty,15.6\u2009inchesLargest,1920\u2009x\u20091080\u2009pixelsAverage,~ 147\u2009PPIHigh,,Anti Glare,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,AMD Radeon Graphics Graphics,8\u2009MB Cache,12 Threads,5th Gen AMD Ryzen 5 5500U, Hexa Core,HDMI,,WiFi,Bluetooth,1 x USB 2.0,,Inbuilt Microphone,,,Ethernet (LAN),,,,38\u2009Wh BatteryGood
Dell G15-5520 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),67990.0,Dell,246,4.3,Windows 11,Gaming,26.9\u2009mmThick, 2.57\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,8\u2009GB DDR5 RAMAverage,,512\u2009GB SSD,NVIDIA GeForce RTX 3050 GraphicsAverage,18\u2009MB Cache,16 Threads,12th Gen Intel Core i5 12500H, 12 Cores (4P + 8E),HDMI,,WiFi,Bluetooth v5.1,1 x USB 2.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,3 Cell BatteryGood,41\u2009Wh
Lenovo E41-55 Laptop (Athlon Pro 3045B/ 8GB/ 256 SSD/ Win11),18990.0,Lenovo,60,4.2,Windows 11,Everyday Use,, 1.8\u2009kgHeavy,1 Year Warranty,14\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 157\u2009PPIAverage,,Anti Glare,,8\u2009GB DDR4 RAMLargest,,256\u2009GB SSD,AMD Radeon Graphics Graphics,4\u2009MB Cache,2 Threads,AMD Athlon Pro 3045B, Dual Core,HDMI,Multi Card Reader,WiFi,Bluetooth v5.0,1 x USB 2.0,,Inbuilt Microphone,,,,,,,
Dell Inspiron 3511 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),35980.0,Dell,1375,4.1,Windows 11,Everyday Use,23.5\u2009mmThick, 1.8\u2009kgHeavy,1 Year Warranty,15.56\u2009inchesSmall,1920\u2009x\u20091080\u2009pixelsAverage,~ 147\u2009PPIHigh,16:9 Aspect Ratio,,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,Intel UHD Graphics Graphics,6\u2009MB Cache,4 Threads,11th Gen Intel Core i3 1115G4, Dual Core,HDMI,Multi Card Reader,WiFi,Bluetooth v5.0,1 x USB 2.0,Backlit Keyboard,Inbuilt Microphone,,,,,,3 Cell Battery,
HP Victus 16-s0095AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512B SSD/ Win11/ 6GB Graph),80990.0,HP,104,4.0,Windows 11,Gaming,22.9\u2009mmThick, 2.31\u2009kgHeavy,1 Year Warranty,16.1\u2009inchesLarge,1920\u2009x\u20091080\u2009pixelsAverage,~ 137\u2009PPILow,16:9 Aspect Ratio,Anti Glare,,16\u2009GB DDR5 RAMAverage,,512\u2009GB SSD,NVIDIA GeForce RTX 3050 GraphicsLargest,16\u2009MB Cache,16 Threads,7th Gen AMD Ryzen 7 7840HS, Octa Core,HDMI,,WiFi,Bluetooth v5.3,3 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,4 Cell BatteryGood,70\u2009Wh
HP 15S-FQ5202TU Laptop (12th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11),53999.0,HP,107,4.3,Windows 11,Everyday Use,242\u2009mmThick, 1.69\u2009kgAverage,1 Year Warranty,15.6\u2009inchesLarge,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,16:9 Aspect Ratio,Anti Glare,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,Intel Iris Xe Graphics Graphics,12\u2009MB Cache,12 Threads,12th Gen Intel Core i5 1235U, 10 Cores (2P + 8E),HDMI,Multi Card Reader,WiFi,Bluetooth v5.0,1 x USB Type-C,,Inbuilt Microphone,,,,,,3 Cell BatteryGood,41\u2009Wh
Lenovo IdeaPad Slim 5 83BG000PIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),58989.0,Lenovo,110,4.6,Windows 11,Everyday Use,17.9\u2009mmSlim, 1.89\u2009kgHeavy,1 Year Warranty,16\u2009inchesLarge,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,16:10 Aspect Ratio,Anti Glare,,16\u2009GB LPDDR5 RAMAverage,,512\u2009GB SSD,Intel Iris Xe Graphics Graphics,12\u2009MB Cache,12 Threads,12th Gen Intel Core i5 12450H, Octa Core (4P + 4E),HDMI,,WiFi,Bluetooth v5.1,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,,,,,56.6\u2009Wh BatteryGood
MSI Katana 15 B13VFK-843IN Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),126990.0,MSI,110,4.1,Windows 11,Performance,24.9\u2009mmThick, 2.25\u2009kgHeavy,2 Year Warranty,15.6\u2009inchesLarge,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,16\u2009GB DDR5 RAMAverage,,1\u2009TB SSD,NVIDIA GeForce RTX 4060 GraphicsLarge,24\u2009MB Cache,20 Threads,13th Gen Intel Core i9 13900H, 14 Cores (6P + 8E),HDMI,,WiFi,Bluetooth v5.2,1 x USB 2.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,3 Cell BatteryGood,53.5\u2009Wh
Acer Aspire Lite AL15-51 2023 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),42999.0,Acer,154,3.75,Windows 11,Performance,19.7\u2009mmAverage, 1.59\u2009kgLight,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,16:9 Aspect Ratio,Anti Glare,,16\u2009GB DDR4 RAMLargest,,512\u2009GB SSD,Intel Iris Xe Graphics Graphics,8\u2009MB Cache,8 Threads,11th Gen Intel Core i5 1155G7, Quad Core,HDMI,Multi Card Reader,WiFi,Bluetooth,1 x USB 2.0,,Inbuilt Microphone,,,Ethernet (LAN),,,3 Cell BatteryGood,36\u2009Wh
Dell Inspiron 5430 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),84499.0,Dell,118,4.05,Windows 11,Everyday Use,19.5\u2009mmAverage, 1.59\u2009kgAverage,1 Year Warranty,14\u2009inchesAverage,1920\u2009x\u20091200\u2009pixelsGood,~ 141\u2009PPIAverage,16:10 Aspect Ratio,Anti Glare,,16\u2009GB LPDDR5  RAMAverage,,1\u2009TB SSD,Intel Iris Xe Graphics Graphics,18\u2009MB Cache,16 Threads,13th Gen Intel Core i7 1360P, 12 Cores (4P + 8E),HDMI,Multi Card Reader,WiFi,Bluetooth,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,Fingerprint Sensor,,,,4 Cell BatteryGood,54\u2009Wh
Infinix INBook X2 Slim Series Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win 11 Home),30990.0,Infinix,423,4.3,Windows 11,Everyday Use,14.8\u2009mmSlim, 1.24\u2009kgLight,1 Year Warranty,14\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 157\u2009PPIHigh,,,,8\u2009GB LPDDR4X RAMAverage,,256\u2009GB SSD,Intel Integrated UHD Graphics Graphics,6\u2009MB Cache,4 Threads,11th Gen Intel Core i3  1115G4, Dual Core,HDMI,,WiFi,Bluetooth v5.1,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,,,,,50\u2009Wh BatteryGood
HP Pavilion 15-eg3081TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),74990.0,HP,68,4.55,Windows 11,Performance,17.9\u2009mmSlim, 1.75\u2009kgAverage,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,16\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,Intel Integrated Integrated Graphics,12\u2009MB Cache,16 Threads,13th Gen Intel Core i5 1340P, 12 Cores (4P + 8E),HDMI,,WiFi,Bluetooth v5.3,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,,,,3 Cell BatteryGood,41\u2009Wh
HP Victus 16-d0333TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),62750.0,HP,439,4.35,Windows 11,Gaming,23.5\u2009mmThick, 2.46\u2009kgHeavy,1 Year Warranty,16.1\u2009inchesLarge,1920\u2009x\u20091080\u2009pixelsAverage,~ 137\u2009PPILow,16:9 Aspect Ratio,Anti Glare,,16\u2009GB DDR4 RAMLargest,,512\u2009GB SSD,NVIDIA GeForce GTX 1650 GraphicsLargest,12\u2009MB Cache,12 Threads,11th Gen Intel Core i5 11400H , Hexa Core,HDMI,Multi Card Reader,WiFi,Bluetooth v5.2,3 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),Display Port,,4 Cell BatteryGood,70\u2009Wh
Asus Vivobook Pro 15 M6500QC-HN542WS Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),65990.0,Asus,251,4.3,Windows 11,Gaming,19.9\u2009mmAverage, 1.8\u2009kgAverage,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,16:9 Aspect Ratio,Anti Glare,,16\u2009GB DDR4 RAMLargest,,512\u2009GB SSD,NVIDIA GeForce RTX 3050 GraphicsLargest,16\u2009MB Cache,12 Threads,5th Gen AMD Ryzen 5  5600H, Hexa Core,HDMI,,WiFi,Bluetooth v5.0,2 x USB 2.0,Backlit Keyboard,Inbuilt Microphone,,Fingerprint Sensor,,,,3 Cell BatteryGood,50\u2009Wh
Primebook 4G Android Laptop (MediaTek Kompanio 500/ 4GB/ 64GB eMMC/ Android 11),11990.0,Primebook,1923,4.2,Android 11,Everyday Use,19.3\u2009mmThick, 1.2\u2009kgHeavy,1 Year Warranty,11.6\u2009inchesLarge,1366\u2009x\u2009768\u2009pixelsGood,~ 135\u2009PPIHigh,,,,4\u2009GB LPDDR4 RAMLarge,64\u2009GB HARD DiskLarge,,ARM Mali G72 Graphics,,,MediaTek MTK8788, Octa Core,,,WiFi,Bluetooth v5.0,2 x USB 3.0,,Inbuilt Microphone,,,,,2\u2009MP Camera,,
Acer Aspire 5 A515-57G UN.K9TSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),49990.0,Acer,750,4.0,Windows 11,Gaming,17.9\u2009mmSlim, 1.8\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,16\u2009GB DDR4 RAMLargest,,512\u2009GB SSD,NVIDIA GeForce RTX 2050 GraphicsLargest,12\u2009MB Cache,16 Threads,12th Gen Intel Core i5 1240P, 12 Cores (4P + 8E),HDMI,,WiFi,Bluetooth v5.2,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,Thunderbolt,,Ethernet (LAN),,,3 Cell Battery,
Dell G15-5520 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),72990.0,Dell,504,4.15,Windows 11,Gaming,26.9\u2009mmThick, 2.57\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,16\u2009GB DDR5 RAMAverage,,512\u2009GB SSD,NVIDIA GeForce RTX 3050 GraphicsAverage,18\u2009MB Cache,16 Threads,12th Gen Intel Core i5 12500H, 12 Cores (4P + 8E),HDMI,,WiFi,Bluetooth v5.1,1 x USB 2.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,3 Cell BatteryGood,56\u2009Wh
Asus VivoBook 15 X1500EA-EJ311W Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),29990.0,Asus,91,4.55,Windows 11,Performance,19.9\u2009mmAverage, 1.8\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,16:9 Aspect Ratio,Anti Glare,,8\u2009GB DDR4 RAMAverage,,256\u2009GB SSD,Intel Integrated UHD Graphics,6\u2009MB Cache,4 Threads,11th Gen Intel Core i3 1115G4, Dual Core,HDMI,,WiFi,Bluetooth v5.1,2 x USB 2.0,Backlit Keyboard,Inbuilt Microphone,,Fingerprint Sensor,,,,2 Cell BatteryGood,37\u2009Wh
Acer Predator Helios Neo 16 2023 PHN16-71 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),144990.0,Acer,101,4.65,Windows 11,Performance,2.6\u2009mmUltra Slim, 2.6\u2009kgHeavy,1 Year Warranty,16\u2009inchesLarge,1920\u2009x\u20091200\u2009pixelsAverage,~ 142\u2009PPILow,,Anti Glare,,16\u2009GB DDR5 RAMAverage,,1\u2009TB SSD,NVIDIA GeForce RTX 4070 GraphicsAverage,36\u2009MB Cache,32 Threads,13th Gen Intel Core i9 13900HX, 24 Cores (8P + 16E),HDMI,,WiFi,Bluetooth v5.1,3 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,Thunderbolt,,Ethernet (LAN),,,4 Cell BatteryGood,90\u2009Wh
Asus Vivobook 14X OLED 2023 K3405VCB-KM951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/4 GB Graphics),109990.0,Asus,76,4.2,Windows 11,Performance,18.9\u2009mmAverage, 1.45\u2009kgLight,1 Year Warranty,14\u2009inchesAverage,2880\u2009x\u20091800\u2009pixelsGood,~ 243\u2009PPIHigh,16:10 Aspect Ratio,Anti Glare,,16\u2009GB DDR4 RAMLargest,,1\u2009TB SSD,NVIDIA Geforce RTX 3050 GraphicsAverage,24\u2009MB Cache,20 Threads,13th Gen Intel Core i9 13900H, 14 Cores (6P + 8E),HDMI,,WiFi,Bluetooth v5.3,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,Fingerprint Sensor,,,,3 Cell BatteryGood,63\u2009Wh
HP Victus 15-fa0187TX Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),87990.0,HP,110,4.6,Windows 11,Gaming,22.5\u2009mmThick, 2.29\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesLarge,1920\u2009x\u20091080\u2009pixelsAverage,~ 137\u2009PPILow,16:9 Aspect Ratio,Anti Glare,,16\u2009GB DDR4 RAMAverage,,1\u2009TB SSD,NVIDIA GeForce RTX 3050 GraphicsAverage,24\u2009MB Cache,16 Threads,12th Gen Intel Core i7 12650H, 10 Cores (6P + 4E),HDMI,Multi Card Reader,WiFi,Bluetooth v5.3,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,4 Cell BatteryGood,70\u2009Wh
Asus ROG Strix G17 G713RC-HX109WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),88990.0,Asus,81,4.45,Windows 11,Gaming,27\u2009mmThick, 2.5\u2009kgHeavy,1 Year Warranty,17.3\u2009inchesLarge,1920\u2009x\u20091080\u2009pixelsAverage,~ 170\u2009PPIHigh,16: 9 Aspect Ratio,Anti Glare,,16\u2009GB DDR5  RAMAverage,,512\u2009GB SSD,NVIDIA GeForce RTX 3050 GraphicsAverage,16\u2009MB Cache,16 Threads,6th Gen AMD Ryzen 7 6800H, Octa Core,HDMI,,WiFi,Bluetooth,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,4 Cell BatteryGood,56\u2009Wh
HP Victus 15-fb0150AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),56990.0,HP,99,4.15,Windows 11,Gaming,23.5\u2009mmThick, 2.29\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,16\u2009GB DDR4 RAMLarge,,512\u2009GB SSD,AMD Radeon RX 6500M Graphics GraphicsLargest,16\u2009MB Cache,12 Threads,5th Gen AMD Ryzen 5 5600H, Hexa Core,HDMI,Multi Card Reader,WiFi,Bluetooth v5.3,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,3 Cell BatteryGood,52.5\u2009Wh
MSI Thin GF63 11SC-1493IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),48990.0,MSI,126,4.45,Windows 11,Performance,, 1.86\u2009kgHeavy,2 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,16\u2009GB DDR4 RAMLargest,,512\u2009GB SSD,NVIDIA GeForce GTX 1650 GraphicsLargest,12\u2009MB Cache,12 Threads,11th Gen Intel Core i5 11260H, Hexa Core,HDMI,,WiFi,Bluetooth v5.2,3 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,Thunderbolt,,Ethernet (LAN),,,3 Cell Battery,
